From,PM10 (µg/m3),PM2.5 (µg/m3),NO (µg/m3),NO2 (µg/m3),NOX (ppb),CO (mg/m3),SO2 (µg/m3),NH3 (µg/m3),OZONE (µg/m3),BENZENE (µg/m3)
2023-02-25 21:45:00,167.22222222222223,66.0,6.8,57.1,35.9,1.13,30.1,11.4,6.3,0.24174067495559506
2023-02-25 22:00:00,167.13492063492063,66.0,8.9,58.2,38.2,1.36,29.4,11.4,2.3,0.24227353463587925
2023-02-25 22:15:00,167.04761904761904,66.0,13.9,58.1,42.2,1.72,30.2,11.6,1.3,0.24280639431616344
2023-02-25 22:30:00,166.96031746031747,66.0,27.7,51.0,49.7,1.67,31.2,11.5,1.0,0.24333925399644762
2023-02-25 22:45:00,166.87301587301587,124.0,34.6,56.1,57.9,1.85,32.0,11.6,1.0,0.24387211367673184
2023-02-25 23:00:00,166.78571428571428,124.0,41.5,59.4,65.3,1.73,31.4,11.6,1.3,0.24440497335701603
2023-02-25 23:15:00,166.6984126984127,124.0,44.9,60.4,68.6,1.58,30.3,11.8,0.6,0.2449378330373002
2023-02-25 23:30:00,166.61111111111111,124.0,45.8,59.5,68.8,1.42,30.8,12.0,1.3,0.2454706927175844
2023-02-25 23:45:00,166.52380952380952,119.0,45.1,58.5,67.8,1.160505494958635,28.35,12.4,1.6,0.24600355239786859
2023-02-26 00:00:00,166.43650793650795,119.0,43.1,59.7,66.8,1.19,25.9,11.6,1.4,0.2465364120781528
2023-02-26 00:15:00,166.34920634920636,119.0,42.6,58.8,66.0,1.23,24.2,11.4,1.4,0.247069271758437
2023-02-26 00:30:00,166.26190476190476,119.0,43.8,58.6,66.8,1.34,25.5,11.2,1.2,0.24760213143872117
2023-02-26 00:45:00,166.17460317460316,121.0,45.7,57.7,67.8,1.23,24.7,12.4,1.6,0.24813499111900536
2023-02-26 01:00:00,166.0873015873016,121.0,43.6,56.9,65.6,1.25,24.8,11.4,1.5,0.24866785079928955
2023-02-26 01:15:00,166.0,121.0,39.8,55.7,62.0,1.29,24.5,10.8,1.7,0.24920071047957373
2023-02-26 01:30:00,165.9126984126984,121.0,37.1,52.4,58.0,1.33,22.1,11.4,1.6,0.24973357015985795
2023-02-26 01:45:00,165.82539682539684,99.0,35.4,50.5,55.7,1.34,24.2,11.1,1.8,0.25026642984014213
2023-02-26 02:00:00,165.73809523809524,99.0,31.3,50.2,52.1,1.35,26.1,10.8,2.1,0.2507992895204263
2023-02-26 02:15:00,165.65079365079364,99.0,28.1,48.2,48.5,1.37,24.2,10.5,2.0,0.2513321492007105
2023-02-26 02:30:00,165.56349206349205,99.0,24.8,45.4,44.2,1.35,24.5,10.6,2.0,0.2518650088809947
2023-02-26 02:45:00,165.47619047619048,84.0,22.9,43.7,41.9,1.32,24.8,10.4,1.9,0.2523978685612789
2023-02-26 03:00:00,165.38888888888889,84.0,21.4,42.0,39.7,1.32,26.6,10.5,1.5,0.2529307282415631
2023-02-26 03:15:00,165.3015873015873,84.0,19.8,42.7,38.8,1.33,27.3,10.7,1.6,0.2534635879218473
2023-02-26 03:30:00,165.21428571428572,84.0,20.5,43.7,39.9,1.39,27.8,10.5,1.7,0.25399644760213147
2023-02-26 03:45:00,165.12698412698413,92.0,24.5,43.6,43.1,1.37,30.7,10.1,1.5,0.25452930728241563
2023-02-26 04:00:00,165.03968253968253,92.0,29.9,45.1,48.3,1.42,34.4,10.2,1.1,0.2550621669626999
2023-02-26 04:15:00,164.95238095238096,92.0,35.2,46.7,53.5,1.45,34.0,10.5,1.5,0.25559502664298406
2023-02-26 04:30:00,164.86507936507937,92.0,41.0,48.7,59.3,1.49,36.1,10.1,1.7,0.2561278863232682
2023-02-26 04:45:00,164.77777777777777,108.0,46.9,49.5,64.4,1.49,36.7,10.0,1.9,0.25666074600355243
2023-02-26 05:00:00,164.6904761904762,108.0,50.1,48.1,66.3,1.49,31.6,10.6,1.3,0.25719360568383665
2023-02-26 05:15:00,164.6031746031746,108.0,52.4,48.0,68.2,1.51,29.5,10.4,1.3,0.2577264653641208
2023-02-26 05:30:00,164.515873015873,108.0,54.1,48.1,69.6,1.48,28.2,10.7,1.6,0.258259325044405
2023-02-26 05:45:00,164.42857142857142,111.0,54.1,47.2,69.0,1.49,27.7,11.0,1.7,0.25879218472468923
2023-02-26 06:00:00,164.34126984126985,111.0,52.2,46.7,67.3,1.49,27.8,11.2,1.5,0.2593250444049734
2023-02-26 06:15:00,164.25396825396825,111.0,50.5,46.0,65.5,1.49,28.0,11.1,1.0,0.25985790408525755
2023-02-26 06:30:00,164.16666666666666,111.0,49.9,45.9,65.0,1.49,27.1,10.7,1.4,0.26039076376554177
2023-02-26 06:45:00,164.0793650793651,109.0,51.4,45.7,66.1,1.68,29.0,10.8,1.6,0.260923623445826
2023-02-26 07:00:00,163.9920634920635,109.0,59.8,46.6,73.5,1.94,30.4,10.9,1.2,0.26145648312611014
2023-02-26 07:15:00,163.9047619047619,109.0,71.8,46.7,83.3,1.91,33.1,12.7,1.2,0.26198934280639435
2023-02-26 07:30:00,163.81746031746033,109.0,76.8,49.1,88.6,1.59,31.9,13.7,1.8,0.26252220248667857
2023-02-26 07:45:00,163.73015873015873,185.0,73.8,50.3,86.7,1.33,30.1,13.4,3.1,0.2630550621669627
2023-02-26 08:00:00,163.64285714285714,185.0,54.7,56.4,74.3,1.01,30.3,14.4,9.4,0.26358792184724694
2023-02-26 08:15:00,163.55555555555554,185.0,31.2,54.1,54.1,1.0,30.7,12.1,14.3,0.26412078152753116
2023-02-26 08:30:00,163.46825396825398,185.0,18.3,56.5,44.9,1.01,31.7,11.9,21.2,0.2646536412078153
2023-02-26 08:45:00,163.38095238095238,83.0,10.9,56.2,38.8,1.09,32.7,13.2,29.733333333333334,0.2651865008880995
2023-02-26 09:00:00,163.29365079365078,83.0,7.3,51.8,33.4,1.09,33.3,13.7,38.266666666666666,0.2657193605683837
2023-02-26 09:15:00,163.20634920634922,83.0,5.5,46.1,29.0,1.24,34.3,13.2,46.8,0.2662522202486679
2023-02-26 09:30:00,163.11904761904762,83.0,4.1,41.4,25.4,1.37,35.4,12.6,55.3,0.26678507992895206
2023-02-26 09:45:00,163.03174603174602,79.0,4.3,37.1,23.2,1.168691321217377,38.0,12.3,60.8,0.2673179396092363
2023-02-26 10:00:00,162.94444444444446,79.0,4.2,32.1,20.4,1.1688977733765384,39.4,12.5,65.4,0.2678507992895205
2023-02-26 10:15:00,162.85714285714286,79.0,3.9,29.6,18.9,1.95,40.4,12.2,69.4,0.26838365896980465
2023-02-26 10:30:00,162.76984126984127,79.0,3.6,28.8,18.2,1.23,43.0,11.2,71.5,0.2689165186500888
2023-02-26 10:45:00,162.6825396825397,47.0,3.0,27.3,17.0,1.2,40.0,11.0,75.4,0.2694493783303731
2023-02-26 11:00:00,162.5952380952381,47.0,3.8,24.7,16.3,1.19,37.0,11.2,77.8,0.26998223801065724
2023-02-26 11:15:00,162.5079365079365,47.0,3.8,23.7,15.7,1.18,34.0,11.0,79.1,0.2705150976909414
2023-02-26 11:30:00,162.4206349206349,47.0,4.0,24.2,16.1,1.13,31.0,10.5,79.7,0.2710479573712256
2023-02-26 11:45:00,162.33333333333334,31.0,3.975,24.06780183962201,15.137238995702608,1.1,43.5,11.666666666666666,76.5,0.2715808170515098
2023-02-26 12:00:00,162.24603174603175,31.0,3.95,24.32817523737592,15.195605968647715,1.12,47.6,12.833333333333334,77.8,0.272113676731794
2023-02-26 12:15:00,162.15873015873015,31.0,3.925,25.02318371345022,15.582799534638834,1.11,75.8,14.0,71.9,0.2726465364120782
2023-02-26 12:30:00,162.07142857142858,31.0,3.9,27.2,17.6,1.1,87.3,11.4,68.7,0.2731793960923624
2023-02-26 12:45:00,161.984126984127,31.0,3.4,29.3,18.4,1.09,77.5,10.3,69.1,0.2737122557726466
2023-02-26 13:00:00,161.8968253968254,31.0,3.5,30.8,19.3,1.06,56.3,10.0,70.5,0.27424511545293073
2023-02-26 13:15:00,161.8095238095238,31.0,3.6,32.3,20.1,1.06,49.9,9.9,69.6,0.274777975133215
2023-02-26 13:30:00,161.72222222222223,31.0,4.0,36.7,22.8,1.08,56.1,9.4,65.3,0.27531083481349916
2023-02-26 13:45:00,161.63492063492063,30.0,4.5,41.7,25.9,1.06,62.4,8.8,66.7,0.2758436944937833
2023-02-26 14:00:00,161.54761904761904,30.0,5.2,47.3,29.4,1.06,65.2,9.0,67.5,0.27637655417406753
2023-02-26 14:15:00,161.46031746031747,30.0,5.4,52.0,32.1,1.06,64.2,8.9,67.2,0.27690941385435175
2023-02-26 14:30:00,161.37301587301587,30.0,5.5,56.1,34.3,1.08,63.2,8.7,67.6,0.2774422735346359
2023-02-26 14:45:00,161.28571428571428,32.0,5.4,60.6,36.6,1.11,63.2,8.3,69.2,0.2779751332149201
2023-02-26 15:00:00,161.1984126984127,32.0,5.1,64.0,38.2,1.06,55.4,8.6,71.7,0.27850799289520434
2023-02-26 15:15:00,161.11111111111111,32.0,5.4,65.2,39.1,1.01,39.5,9.0,74.4,0.2790408525754885
2023-02-26 15:30:00,161.02380952380952,32.0,5.1,67.0,39.8,0.97,31.5,9.3,77.0,0.27957371225577266
2023-02-26 15:45:00,160.93650793650795,27.0,4.8,69.4,40.8,0.97,26.0,9.3,70.0,0.28010657193605687
2023-02-26 16:00:00,160.84920634920636,27.0,5.2,71.6,42.3,0.96,23.7,9.0,71.8,0.2806394316163411
2023-02-26 16:15:00,160.76190476190476,27.0,5.8,73.6,43.9,0.95,24.3,8.5,73.2,0.28117229129662524
2023-02-26 16:30:00,160.67460317460316,27.0,6.4,73.9,44.5,0.95,23.1,8.6,73.6,0.28170515097690946
2023-02-26 16:45:00,160.5873015873016,20.0,6.5,74.2,44.7,0.96,23.2,8.5,71.1,0.28223801065719367
2023-02-26 17:00:00,160.5,20.0,6.5,76.0,45.7,0.94,23.4,8.5,74.2,0.28277087033747783
2023-02-26 17:15:00,160.4126984126984,20.0,5.6,74.2,44.0,0.96,25.2,8.1,66.4,0.283303730017762
2023-02-26 17:30:00,160.32539682539684,20.0,5.0,72.9,42.9,1.04,25.8,7.7,53.5,0.28383658969804626
2023-02-26 17:45:00,160.23809523809524,42.0,5.1,75.0,44.0,1.09,28.0,7.5,50.0,0.2843694493783304
2023-02-26 18:00:00,160.15079365079364,42.0,5.0,77.5,45.3,1.12,29.8,7.1,40.1,0.2849023090586146
2023-02-26 18:15:00,160.06349206349205,42.0,5.6,79.3,46.7,1.15,30.5,7.3,33.3,0.2854351687388988
2023-02-26 18:30:00,159.97619047619048,42.0,7.0,80.4,48.5,1.26,30.7,7.6,33.9,0.285968028419183
2023-02-26 18:45:00,159.88888888888889,77.0,7.7,81.0,49.4,1.12,28.2,7.7,43.5,0.28650088809946717
2023-02-26 19:00:00,159.8015873015873,77.0,7.2,82.5,49.7,0.98,26.1,7.1,44.7,0.2870337477797514
2023-02-26 19:15:00,159.71428571428572,77.0,7.7,83.7,50.8,0.95,23.9,7.2,50.7,0.2875666074600356
2023-02-26 19:30:00,159.62698412698413,77.0,8.8,84.3,52.0,0.97,25.3,7.1,47.6,0.28809946714031975
2023-02-26 19:45:00,159.53968253968253,31.0,8.9,85.0,52.5,1.02,27.2,7.3,45.9,0.2886323268206039
2023-02-26 20:00:00,159.45238095238096,31.0,8.2,85.4,52.1,1.1,27.4,7.4,34.7,0.2891651865008882
2023-02-26 20:15:00,159.36507936507937,31.0,7.8,86.7,52.4,1.31,28.7,7.3,13.6,0.28969804618117234
2023-02-26 20:30:00,159.27777777777777,31.0,8.2,87.5,53.2,1.5,29.9,7.2,4.0,0.2902309058614565
2023-02-26 20:45:00,159.1904761904762,82.0,9.6,88.6,55.0,1.84,32.0,7.3,1.7,0.2907637655417407
2023-02-26 21:00:00,159.1031746031746,82.0,11.9,89.8,57.4,2.07,33.2,7.3,1.1,0.29129662522202493
2023-02-26 21:15:00,159.015873015873,82.0,14.0,89.3,58.9,1.68,33.0,8.0,1.4,0.2918294849023091
2023-02-26 21:30:00,158.92857142857144,82.0,15.9,88.6,60.1,1.55,31.4,8.2,1.8,0.2923623445825933
2023-02-26 21:45:00,158.84126984126985,98.0,17.7,88.8,61.6,1.34,29.8,8.7,2.2,0.2928952042628775
2023-02-26 22:00:00,158.75396825396825,98.0,19.2,90.2,63.6,1.33,28.3,8.8,4.4,0.2934280639431617
2023-02-26 22:15:00,158.66666666666666,98.0,20.0,91.3,64.8,1.37,26.9,8.7,4.6,0.29396092362344584
2023-02-26 22:30:00,158.5793650793651,98.0,21.2,91.7,66.0,1.47,28.1,8.9,3.0,0.29449378330373005
2023-02-26 22:45:00,158.4920634920635,83.0,21.8,92.2,66.8,1.51,29.9,8.9,3.3,0.29502664298401426
2023-02-26 23:00:00,158.4047619047619,83.0,22.7,91.2,67.0,1.53,30.8,9.1,5.5,0.2955595026642984
2023-02-26 23:15:00,158.31746031746033,83.0,24.2,90.3,67.7,1.74,30.7,9.8,2.2,0.29609236234458264
2023-02-26 23:30:00,158.23015873015873,83.0,25.3,89.3,68.1,1.75,31.6,10.3,1.2,0.29662522202486685
2023-02-26 23:45:00,158.14285714285714,101.0,25.4,90.0,68.5,1.180384264807197,31.55,10.2,1.4,0.297158081705151
2023-02-27 00:00:00,158.05555555555554,101.0,26.7,90.7,70.0,1.59,31.5,9.6,1.6,0.2976909413854352
2023-02-27 00:15:00,157.96825396825398,101.0,28.6,90.1,71.2,1.47,31.3,9.9,1.3,0.29822380106571944
2023-02-27 00:30:00,157.88095238095238,101.0,29.7,89.5,71.7,1.48,30.8,10.2,0.9,0.2987566607460036
2023-02-27 00:45:00,157.79365079365078,102.0,31.3,88.4,72.4,1.42,29.9,10.5,1.3,0.29928952042628776
2023-02-27 01:00:00,157.70634920634922,102.0,33.3,89.3,74.6,1.57,30.4,10.7,1.5,0.299822380106572
2023-02-27 01:15:00,157.61904761904762,102.0,34.4,87.9,74.7,1.74,32.0,10.2,1.7,0.3003552397868562
2023-02-27 01:30:00,157.53174603174602,102.0,36.1,88.5,76.4,1.67,32.3,9.3,1.9,0.30088809946714035
2023-02-27 01:45:00,157.44444444444446,126.0,38.8,90.0,79.4,1.43,31.5,8.8,1.9,0.30142095914742456
2023-02-27 02:00:00,157.35714285714286,126.0,40.7,90.5,81.2,1.15,30.7,8.7,1.9,0.3019538188277088
2023-02-27 02:15:00,157.26984126984127,126.0,41.8,91.6,82.7,1.11,29.7,8.0,1.8,0.30248667850799293
2023-02-27 02:30:00,157.1825396825397,126.0,42.5,91.5,83.2,1.1,28.5,8.4,1.8,0.3030195381882771
2023-02-27 02:45:00,157.0952380952381,99.0,43.0,91.5,83.6,1.1,27.8,8.6,1.9,0.30355239786856136
2023-02-27 03:00:00,157.0079365079365,99.0,42.5,90.8,82.9,1.17,27.5,9.1,1.9,0.3040852575488455
2023-02-27 03:15:00,156.9206349206349,99.0,41.7,89.5,81.5,1.16,26.8,9.7,1.7,0.3046181172291297
2023-02-27 03:30:00,156.83333333333334,99.0,41.5,89.0,81.1,1.15,26.6,9.6,2.1,0.3051509769094139
2023-02-27 03:45:00,156.74603174603175,99.0,42.4,88.9,81.7,1.17,27.2,9.1,2.2,0.3056838365896981
2023-02-27 04:00:00,156.65873015873015,99.0,42.8,88.1,81.7,1.26,27.7,9.3,2.1,0.30621669626998227
2023-02-27 04:15:00,156.57142857142858,99.0,42.3,89.0,81.7,1.28,27.1,9.4,1.8,0.3067495559502665
2023-02-27 04:30:00,156.484126984127,99.0,41.9,90.5,82.2,1.23,28.1,9.1,2.5,0.3072824156305507
2023-02-27 04:45:00,156.3968253968254,105.0,41.9,90.2,82.1,1.11,27.9,8.9,2.2,0.30781527531083486
2023-02-27 05:00:00,156.3095238095238,105.0,42.6,89.7,82.3,0.96,28.6,9.1,2.2,0.308348134991119
2023-02-27 05:15:00,156.22222222222223,105.0,41.8,88.2,80.9,0.88,28.8,9.6,2.6,0.3088809946714033
2023-02-27 05:30:00,156.13492063492063,105.0,40.5,86.6,78.9,0.81,27.0,10.2,4.6,0.30941385435168745
2023-02-27 05:45:00,156.04761904761904,64.0,39.6,85.8,77.8,0.78,26.4,10.4,7.1,0.3099467140319716
2023-02-27 06:00:00,155.96031746031747,64.0,38.9,85.3,77.0,1.06,26.8,11.0,2.7,0.3104795737122558
2023-02-27 06:15:00,155.87301587301587,64.0,38.4,86.0,77.0,0.92,27.4,10.6,1.9,0.31101243339254003
2023-02-27 06:30:00,155.78571428571428,64.0,37.3,85.6,75.9,0.87,27.6,10.5,2.0,0.3115452930728242
2023-02-27 06:45:00,155.6984126984127,89.0,37.0,84.6,75.1,0.85,27.9,10.6,2.4,0.3120781527531084
2023-02-27 07:00:00,155.61111111111111,89.0,36.5,84.8,74.7,1.0,27.3,10.7,2.5,0.3126110124333926
2023-02-27 07:15:00,155.52380952380952,89.0,36.1,85.8,75.0,1.11,26.6,10.9,2.9,0.3131438721136768
2023-02-27 07:30:00,155.43650793650795,89.0,37.0,85.6,75.6,0.77,28.7,11.0,10.4,0.31367673179396094
2023-02-27 07:45:00,155.34920634920636,104.0,36.9,85.8,75.6,0.77,32.5,11.2,16.7,0.31420959147424515
2023-02-27 08:00:00,155.26190476190476,104.0,35.0,86.0,74.2,0.82,34.7,11.6,24.6,0.31474245115452937
2023-02-27 08:15:00,155.1746031746032,104.0,33.7,86.9,73.7,0.81,35.8,11.9,28.1,0.3152753108348135
2023-02-27 08:30:00,155.0873015873016,104.0,31.6,87.9,72.4,0.74,33.0,12.0,32.1,0.31580817051509774
2023-02-27 08:45:00,155.0,98.0,30.1,88.7,71.7,0.66,32.7,12.2,37.86666666666667,0.31634103019538196
2023-02-27 09:00:00,154.9126984126984,98.0,28.2,89.5,70.5,0.63,32.8,13.4,43.63333333333333,0.3168738898756661
2023-02-27 09:15:00,154.82539682539684,98.0,26.1,90.2,69.2,0.6,31.4,13.0,49.4,0.3174067495559503
2023-02-27 09:30:00,154.73809523809524,98.0,24.5,91.6,68.6,0.52,32.5,12.0,56.4,0.31793960923623454
2023-02-27 09:45:00,154.65079365079364,48.0,22.5,92.0,67.2,1.1888954280282629,32.7,11.3,61.6,0.3184724689165187
2023-02-27 10:00:00,154.56349206349205,48.0,19.5,90.9,64.2,1.1891098504635473,33.2,11.0,68.2,0.31900532859680286
2023-02-27 10:15:00,154.47619047619048,48.0,10.9,56.7,38.8,1.16,33.7,12.3,72.8,0.3195381882770871
2023-02-27 10:30:00,154.38888888888889,48.0,3.8,25.5,16.7,0.39,32.8,12.9,76.2,0.3200710479573713
2023-02-27 10:45:00,154.3015873015873,44.0,3.2,15.5,10.9,0.38,54.65,13.9,78.2,0.32060390763765545
2023-02-27 11:00:00,154.21428571428572,44.0,2.8,9.8,7.5,0.38,76.5,14.2,81.7,0.32113676731793966
2023-02-27 11:15:00,154.12698412698413,44.0,2.8,11.7,8.5,0.39,98.35000000000001,13.5,85.2,0.3216696269982239
2023-02-27 11:30:00,154.03968253968253,44.0,2.6,19.1,12.2,0.38,120.2,12.8,66.6,0.32220248667850804
2023-02-27 11:45:00,153.95238095238096,52.0,3.225,18.429493320379365,12.191503938889465,0.37,118.3,13.4,64.2,0.3227353463587922
2023-02-27 12:00:00,153.86507936507937,52.0,3.8499999999999996,18.518361149596245,12.70858418152428,0.27,91.6,14.0,65.0,0.32326820603907647
2023-02-27 12:15:00,153.77777777777777,52.0,4.475,18.210294536940225,13.016656667776815,0.21,63.7,14.6,68.4,0.3238010657193606
2023-02-27 12:30:00,153.6904761904762,52.0,5.1,18.2,13.8,0.24,53.0,11.1,71.9,0.3243339253996448
2023-02-27 12:45:00,153.6031746031746,27.0,4.3,20.3,14.3,0.24,52.1,11.3,70.2,0.324866785079929
2023-02-27 13:00:00,153.515873015873,27.0,4.1,21.0,14.6,0.23,54.2,10.9,71.1,0.3253996447602132
2023-02-27 13:15:00,153.42857142857144,27.0,3.7,25.3,16.4,0.22,55.0,10.9,70.4,0.3259325044404974
2023-02-27 13:30:00,153.34126984126985,27.0,3.3,32.3,19.9,0.24,57.4,10.0,69.3,0.3264653641207816
2023-02-27 13:45:00,153.25396825396825,29.0,3.0,39.4,23.4,0.22,46.5,9.4,71.1,0.3269982238010658
2023-02-27 14:00:00,153.16666666666666,29.0,3.7,46.1,27.6,0.19,34.8,9.3,75.2,0.32753108348134996
2023-02-27 14:15:00,153.0793650793651,29.0,3.8,50.9,30.2,0.22,33.9,8.9,74.7,0.3280639431616341
2023-02-27 14:30:00,152.9920634920635,29.0,4.1,55.7,32.9,0.24,32.6,8.9,76.4,0.32859680284191833
2023-02-27 14:45:00,152.9047619047619,20.0,4.2,58.6,34.6,0.19,33.2,8.8,75.6,0.32912966252220255
2023-02-27 15:00:00,152.81746031746033,20.0,4.3,61.9,36.5,0.17,31.8,8.9,76.0,0.3296625222024867
2023-02-27 15:15:00,152.73015873015873,20.0,4.6,64.1,37.9,0.16,28.1,9.2,76.3,0.3301953818827709
2023-02-27 15:30:00,152.64285714285714,20.0,4.8,66.3,39.2,0.15,26.4,9.1,74.1,0.33072824156305514
2023-02-27 15:45:00,152.55555555555554,25.0,4.7,68.8,40.4,0.16,25.4,8.7,73.4,0.3312611012433393
2023-02-27 16:00:00,152.46825396825398,25.0,4.6,70.9,41.5,0.18,28.7,8.5,75.7,0.3317939609236235
2023-02-27 16:15:00,152.38095238095238,25.0,5.3,72.2,42.7,0.16,30.6,8.8,79.4,0.3323268206039077
2023-02-27 16:30:00,152.29365079365078,25.0,5.2,73.6,43.3,0.17,31.8,8.5,79.0,0.3328596802841919
2023-02-27 16:45:00,152.20634920634922,32.0,5.0,74.7,43.9,0.19,32.8,8.8,78.6,0.33339253996447604
2023-02-27 17:00:00,152.11904761904762,32.0,5.1,77.5,45.4,0.18,32.4,8.9,79.5,0.33392539964476026
2023-02-27 17:15:00,152.03174603174602,32.0,5.0,73.5,43.2,0.19,30.9,9.3,77.4,0.33445825932504447
2023-02-27 17:30:00,151.94444444444446,32.0,4.6,69.5,40.7,0.23,32.7,8.3,63.7,0.33499111900532863
2023-02-27 17:45:00,151.85714285714286,44.0,4.6,71.6,41.9,0.23,33.9,7.5,65.9,0.33552397868561284
2023-02-27 18:00:00,151.76984126984127,44.0,4.5,73.1,42.5,0.27,35.1,7.9,52.6,0.33605683836589706
2023-02-27 18:15:00,151.6825396825397,44.0,4.6,75.3,43.8,0.37,34.6,7.9,38.1,0.3365896980461812
2023-02-27 18:30:00,151.5952380952381,44.0,4.9,78.4,45.7,0.52,33.7,8.1,25.5,0.3371225577264654
2023-02-27 18:45:00,151.5079365079365,85.0,5.3,81.2,47.5,0.87,37.5,7.9,11.4,0.33765541740674965
2023-02-27 19:00:00,151.4206349206349,85.0,6.7,83.5,49.8,1.11,50.4,7.9,3.7,0.3381882770870338
2023-02-27 19:15:00,151.33333333333334,85.0,8.6,85.9,52.6,1.05,53.9,8.1,2.9,0.33872113676731797
2023-02-27 19:30:00,151.24603174603175,85.0,10.2,88.9,55.5,1.24,47.5,7.8,1.6,0.3392539964476022
2023-02-27 19:45:00,151.15873015873015,165.0,11.3,90.9,57.5,1.29,39.1,7.8,2.1,0.3397868561278864
2023-02-27 20:00:00,151.07142857142858,165.0,13.0,92.0,59.5,1.35,38.4,8.2,2.1,0.34031971580817055
2023-02-27 20:15:00,150.984126984127,165.0,15.5,93.1,62.2,1.08,39.2,8.2,4.1,0.34085257548845477
2023-02-27 20:30:00,150.8968253968254,165.0,16.3,94.5,63.5,0.92,38.1,8.7,6.3,0.341385435168739
2023-02-27 20:45:00,150.8095238095238,109.0,17.0,95.9,64.9,0.93,43.1,8.7,6.2,0.34191829484902314
2023-02-27 21:00:00,150.72222222222223,109.0,17.7,97.5,66.3,0.86,46.4,8.5,10.7,0.3424511545293073
2023-02-27 21:15:00,150.63492063492063,109.0,18.3,98.0,67.0,0.89,49.5,9.2,12.7,0.34298401420959157
2023-02-27 21:30:00,150.54761904761904,109.0,18.4,99.5,67.8,0.88,42.9,9.1,9.0,0.34351687388987573
2023-02-27 21:45:00,150.46031746031747,86.0,18.5,100.4,68.5,0.95,39.7,9.0,5.9,0.3440497335701599
2023-02-27 22:00:00,150.37301587301587,86.0,18.8,101.5,69.3,1.0,38.7,9.1,3.5,0.3445825932504441
2023-02-27 22:15:00,150.28571428571428,86.0,20.1,102.2,70.7,1.08,37.6,9.4,2.7,0.3451154529307283
2023-02-27 22:30:00,150.1984126984127,86.0,21.8,102.0,71.9,1.52,36.6,9.6,1.6,0.3456483126110125
2023-02-27 22:45:00,150.11111111111111,123.0,23.6,102.0,73.4,1.16,35.1,9.1,1.6,0.3461811722912967
2023-02-27 23:00:00,150.02380952380952,123.0,25.5,100.3,74.1,1.39,33.6,9.3,1.2,0.3467140319715809
2023-02-27 23:15:00,149.93650793650795,123.0,27.5,99.8,75.5,1.55,33.7,9.9,1.6,0.34724689165186506
2023-02-27 23:30:00,149.84920634920636,123.0,29.6,99.0,76.8,1.34,35.0,10.5,1.3,0.3477797513321492
2023-02-27 23:45:00,149.76190476190476,138.0,31.9,98.7,78.5,1.2010224510897642,39.85,10.4,1.9,0.34831261101243344
2023-02-28 00:00:00,149.6746031746032,138.0,34.5,98.8,80.5,1.89,44.7,10.4,1.8,0.34884547069271765
2023-02-28 00:15:00,149.5873015873016,138.0,35.7,99.4,81.8,1.65,56.3,10.8,1.9,0.3493783303730018
2023-02-28 00:30:00,149.5,138.0,38.0,99.3,83.7,1.76,54.2,10.9,1.5,0.349911190053286
2023-02-28 00:45:00,149.4126984126984,108.0,40.2,99.3,85.5,1.64,48.7,10.2,1.3,0.35044404973357024
2023-02-28 01:00:00,149.32539682539684,108.0,41.2,98.9,86.1,1.48,43.3,10.9,1.9,0.3509769094138544
2023-02-28 01:15:00,149.23809523809524,108.0,41.6,99.1,86.6,1.6,35.7,10.7,1.8,0.35150976909413856
2023-02-28 01:30:00,149.15079365079364,108.0,42.2,98.6,86.7,1.65,33.4,9.4,2.5,0.3520426287744228
2023-02-28 01:45:00,149.06349206349205,90.0,41.9,98.0,86.2,1.71,31.6,9.0,2.2,0.352575488454707
2023-02-28 02:00:00,148.97619047619048,90.0,42.5,97.6,86.5,1.8,30.3,8.5,2.2,0.35310834813499115
2023-02-28 02:15:00,148.88888888888889,90.0,42.4,96.9,86.0,1.58,29.8,8.3,2.5,0.3536412078152754
2023-02-28 02:30:00,148.8015873015873,90.0,41.8,95.9,85.0,1.58,27.9,8.5,2.4,0.3541740674955596
2023-02-28 02:45:00,148.71428571428572,94.0,41.1,95.4,84.1,1.65,26.8,8.5,1.6,0.35470692717584373
2023-02-28 03:00:00,148.62698412698413,94.0,41.1,94.6,83.7,1.73,27.5,8.8,2.0,0.3552397868561279
2023-02-28 03:15:00,148.53968253968253,94.0,41.2,94.9,84.0,1.61,27.4,9.1,2.4,0.35577264653641216
2023-02-28 03:30:00,148.45238095238096,94.0,41.8,93.9,84.0,1.52,28.2,9.0,2.1,0.3563055062166963
2023-02-28 03:45:00,148.36507936507937,94.0,41.7,94.0,83.9,1.48,27.1,8.7,2.1,0.3568383658969805
2023-02-28 04:00:00,148.27777777777777,94.0,41.4,92.4,82.8,1.51,25.6,9.5,2.2,0.35737122557726475
2023-02-28 04:15:00,148.1904761904762,94.0,40.7,92.3,82.2,1.69,26.0,9.1,1.9,0.3579040852575489
2023-02-28 04:30:00,148.1031746031746,94.0,41.5,91.9,82.6,1.77,26.8,8.6,1.7,0.35843694493783307
2023-02-28 04:45:00,148.015873015873,99.0,41.7,92.2,83.0,1.82,27.4,8.7,2.1,0.35896980461811734
2023-02-28 05:00:00,147.92857142857144,99.0,42.3,92.2,83.5,1.73,27.9,8.6,2.1,0.3595026642984015
