From,PM10 (µg/m3),PM2.5 (µg/m3),NO (µg/m3),NO2 (µg/m3),NOX (ppb),CO (mg/m3),SO2 (µg/m3),NH3 (µg/m3),OZONE (µg/m3),BENZENE (µg/m3)
2023-02-01 00:00:00,95.0,35.0,18.1,90.1,56.2,0.31,8.2,17.7,28.1,0.4
2023-02-01 00:15:00,95.0,35.0,18.1,88.0,55.1,0.33,8.2,18.3,27.1,0.4
2023-02-01 00:30:00,95.0,35.0,18.1,87.7,55.2,0.38,8.2,19.7,24.9,0.4
2023-02-01 00:45:00,122.0,34.0,18.1,88.9,55.7,0.38,8.2,21.3,21.9,0.4
2023-02-01 01:00:00,122.0,34.0,18.1,90.0,55.8,0.38,8.2,22.3,16.7,0.4
2023-02-01 01:15:00,122.0,34.0,18.1,90.2,55.9,0.37,8.2,22.7,16.1,0.4
2023-02-01 01:30:00,122.0,34.0,18.1,88.9,55.4,0.34,8.2,23.1,22.5,0.4
2023-02-01 01:45:00,90.0,35.0,18.1,88.9,55.2,0.35,8.2,23.5,20.5,0.4
2023-02-01 02:00:00,90.0,35.0,18.1,88.9,55.9,0.34,8.2,23.1,22.8,0.4
2023-02-01 02:15:00,90.0,35.0,18.1,88.9,55.3,0.35,8.2,22.9,19.0,0.4
2023-02-01 02:30:00,90.0,35.0,18.1,88.8,55.4,0.39,8.2,22.6,17.1,0.4
2023-02-01 02:45:00,72.0,32.0,18.1,88.9,55.1,0.46,8.2,22.5,19.1,0.4
2023-02-01 03:00:00,72.0,32.0,18.1,88.9,55.8,0.47,8.2,22.7,18.2,0.4
2023-02-01 03:15:00,72.0,32.0,18.1,87.7,55.5,0.44,8.2,22.5,18.0,0.4
2023-02-01 03:30:00,72.0,32.0,18.1,85.6,54.2,0.41,8.2,22.7,15.7,0.4
2023-02-01 03:45:00,72.0,44.0,18.1,84.9,54.1,0.41,8.2,23.2,13.8,0.4
2023-02-01 04:00:00,72.0,44.0,18.1,84.5,53.7,0.41,8.2,23.4,16.4,0.4
2023-02-01 04:15:00,72.0,44.0,18.1,83.6,53.0,0.42,8.2,21.3,16.9,0.4
2023-02-01 04:30:00,72.0,44.0,18.1,82.7,52.3,0.39,8.2,19.9,16.7,0.4
2023-02-01 04:45:00,58.0,28.0,18.1,81.3,51.5,0.37,8.2,18.8,18.9,0.4
2023-02-01 05:00:00,58.0,28.0,18.1,80.0,51.2,0.34,8.2,18.3,22.8,0.4
2023-02-01 05:15:00,58.0,28.0,18.1,80.1,51.4,0.33,8.2,17.3,22.7,0.4
2023-02-01 05:30:00,58.0,28.0,18.1,78.9,51.1,0.32,8.2,17.2,23.7,0.4
2023-02-01 05:45:00,58.0,33.0,18.1,78.6,50.6,0.32,8.2,17.7,24.1,0.4
2023-02-01 06:00:00,58.0,33.0,18.1,79.3,49.9,0.31,8.2,17.6,22.4,0.4
2023-02-01 06:15:00,58.0,33.0,18.1,77.9,49.5,0.31,8.2,17.5,17.5,0.4
2023-02-01 06:30:00,58.0,33.0,18.1,76.7,49.0,0.31,8.2,18.0,15.8,0.4
2023-02-01 06:45:00,67.0,45.0,18.1,75.7,48.6,0.33,8.2,18.2,14.0,0.4
2023-02-01 07:00:00,67.0,45.0,18.1,76.1,49.0,0.37,8.2,18.0,11.0,0.4
2023-02-01 07:15:00,67.0,45.0,18.1,76.3,49.0,0.45,8.2,19.1,9.3,0.4
2023-02-01 07:30:00,67.0,45.0,18.1,75.9,48.9,0.52,8.2,18.8,12.5,0.4
2023-02-01 07:45:00,83.0,68.0,18.1,76.6,49.3,0.47,8.2,18.1,22.1,0.4
2023-02-01 08:00:00,83.0,68.0,18.1,79.1,50.8,0.49,8.2,17.3,30.1,0.4
2023-02-01 08:15:00,83.0,68.0,18.1,78.9,50.6,0.34,8.2,18.2,35.8,0.4
2023-02-01 08:30:00,83.0,68.0,18.1,77.8,49.1,0.29,8.2,20.4,36.9,0.4
2023-02-01 08:45:00,122.0,46.0,18.1,79.1,48.9,0.26,8.2,21.7,39.43333333333333,0.4
2023-02-01 09:00:00,122.0,46.0,18.1,80.4,48.6,0.26,8.2,23.2,41.96666666666667,0.4
2023-02-01 09:15:00,122.0,46.0,18.1,81.1,48.1,0.26,8.2,23.4,44.5,0.4
2023-02-01 09:30:00,122.0,46.0,18.1,82.1,47.7,0.26,8.2,22.4,44.6,0.4
2023-02-01 09:45:00,99.0,31.0,18.1,80.4,46.7,1.115000827646372,8.2,23.7,45.8,0.4
2023-02-01 10:00:00,99.0,31.0,18.1,77.9,45.5,1.1147597197038517,8.2,25.1,47.3,0.4
2023-02-01 10:15:00,99.0,31.0,18.1,77.4,45.1,1.1,8.2,27.0,48.6,0.4
2023-02-01 10:30:00,99.0,31.0,18.1,76.0,44.3,0.27,8.2,28.2,49.2,0.2
2023-02-01 10:45:00,64.0,22.0,18.1,75.1,44.2,0.25,8.2,26.6,50.4,0.1
2023-02-01 11:00:00,64.0,22.0,18.1,75.4,43.8,0.24,8.2,25.8,51.7,0.1
2023-02-01 11:15:00,64.0,22.0,18.1,74.9,42.9,0.23,8.2,24.8,53.4,0.1
2023-02-01 11:30:00,64.0,22.0,18.1,73.2,41.6,0.22,8.2,24.9,52.1,0.1
2023-02-01 11:45:00,64.0,23.0,18.1,70.89896522664239,39.85948974912447,0.14,8.2,24.599999999999998,53.4,0.1
2023-02-01 12:00:00,64.0,23.0,18.1,69.25210051724497,38.989024042792735,0.15,8.2,24.3,54.7,0.1
2023-02-01 12:15:00,64.0,23.0,18.1,67.56197829906304,38.16557752883379,0.31,8.2,24.0,56.0,0.1
2023-02-01 12:30:00,64.0,23.0,18.1,64.0,36.4,0.29,8.2,24.0,57.300000000000004,0.1
2023-02-01 12:45:00,61.0,23.0,18.1,62.1,35.1,0.27,8.2,21.9,58.6,0.1
2023-02-01 13:00:00,61.0,23.0,18.1,63.6,35.9,0.24,8.2,20.6,59.8,0.1
2023-02-01 13:15:00,61.0,23.0,18.1,63.4,35.9,0.1,8.2,20.1,57.1,0.1
2023-02-01 13:30:00,61.0,23.0,18.1,61.5,35.2,0.23,8.2,20.4,56.5,0.1
2023-02-01 13:45:00,73.0,18.0,18.1,59.9,34.8,0.31,8.2,20.5,56.9,0.1
2023-02-01 14:00:00,73.0,18.0,18.1,62.4,36.2,0.3,8.2,20.7,56.8,0.1
2023-02-01 14:15:00,73.0,18.0,18.1,61.1,35.0,0.31,8.2,21.5,57.1,0.1
2023-02-01 14:30:00,73.0,18.0,18.1,59.0,34.0,0.34,8.2,22.0,55.0,0.1
2023-02-01 14:45:00,63.0,14.0,18.1,59.2,34.0,0.38,8.2,20.8,56.3,0.1
2023-02-01 15:00:00,63.0,14.0,18.1,61.3,35.1,0.37,8.2,20.7,54.76,0.1
2023-02-01 15:15:00,63.0,14.0,18.1,61.7,35.6,0.3,8.2,21.8,53.22,0.1
2023-02-01 15:30:00,63.0,14.0,18.1,60.7,35.4,0.26,8.2,22.7,51.68,0.1
2023-02-01 15:45:00,70.0,17.0,18.1,59.5,35.3,0.29,8.2,23.4,50.14,0.1
2023-02-01 16:00:00,70.0,17.0,18.1,61.3,36.9,0.29,8.2,23.1,48.6,0.1
2023-02-01 16:15:00,70.0,17.0,18.1,62.7,38.0,0.27,8.2,23.1,49.2,0.1
2023-02-01 16:30:00,70.0,17.0,18.1,64.8,38.7,0.27,8.2,24.6,49.8,0.1
2023-02-01 16:45:00,100.0,20.0,18.1,66.5,39.7,0.31,8.2,26.2,47.8,0.1
2023-02-01 17:00:00,100.0,20.0,18.1,69.4,41.3,0.33,8.2,28.0,44.6,0.1
2023-02-01 17:15:00,100.0,20.0,18.1,70.7,42.2,0.35,8.2,30.3,42.6,0.1
2023-02-01 17:30:00,100.0,20.0,18.1,71.1,42.7,0.46,8.2,29.0,37.1,0.1
2023-02-01 17:45:00,146.0,41.0,18.1,73.5,44.5,0.53,8.2,28.0,28.0,0.1
2023-02-01 18:00:00,146.0,41.0,18.1,78.7,47.7,0.53,8.2,26.5,36.2,0.1
2023-02-01 18:15:00,146.0,41.0,18.1,81.9,48.8,0.53,8.2,25.6,39.5,0.1
2023-02-01 18:30:00,146.0,41.0,18.1,84.0,50.6,0.49,8.2,24.5,40.5,0.1
2023-02-01 18:45:00,239.0,44.0,18.1,86.3,52.1,0.46,8.2,24.5,43.3,0.1
2023-02-01 19:00:00,239.0,44.0,18.1,89.7,53.6,0.52,8.2,24.1,33.4,0.1
2023-02-01 19:15:00,239.0,44.0,18.1,89.8,54.3,0.54,8.2,24.0,31.8,0.1
2023-02-01 19:30:00,239.0,44.0,18.1,90.3,54.9,0.6,8.2,24.2,32.0,0.1
2023-02-01 19:45:00,239.0,50.0,18.1,92.0,56.1,0.76,8.2,23.7,24.4,0.1
2023-02-01 20:00:00,239.0,50.0,18.1,93.4,56.7,0.76,8.2,24.1,23.0,0.1
2023-02-01 20:15:00,239.0,50.0,18.1,93.2,56.6,0.74,8.2,24.3,18.4,0.1
2023-02-01 20:30:00,239.0,50.0,18.1,93.8,57.6,0.76,8.2,24.7,18.0,0.1
2023-02-01 20:45:00,250.0,42.0,18.1,93.1,57.9,0.76,8.2,24.4,15.7,0.1
2023-02-01 21:00:00,250.0,42.0,18.1,93.3,58.5,0.73,8.2,23.4,12.6,0.1
2023-02-01 21:15:00,250.0,42.0,18.1,93.9,59.2,0.77,8.2,21.6,10.0,0.1
2023-02-01 21:30:00,250.0,42.0,18.1,93.7,59.4,0.78,8.2,20.2,11.2,0.1
2023-02-01 21:45:00,219.0,42.0,18.1,92.5,59.4,0.79,8.2,19.6,11.4,0.1
2023-02-01 22:00:00,219.0,42.0,18.1,90.9,59.5,0.77,8.2,19.2,13.1,0.1
2023-02-01 22:15:00,219.0,42.0,18.1,88.8,58.2,0.8,8.2,19.0,13.0,0.1
2023-02-01 22:30:00,219.0,42.0,18.1,86.7,57.1,1.02,8.2,19.4,12.7,0.1
2023-02-01 22:45:00,207.0,50.0,18.1,85.6,56.5,1.04,8.2,19.6,17.0,0.1
2023-02-01 23:00:00,207.0,50.0,18.1,84.0,55.9,1.03,8.2,19.7,16.6,0.1
2023-02-01 23:15:00,207.0,50.0,18.1,81.4,54.1,0.98,8.2,19.8,17.4,0.1
2023-02-01 23:30:00,207.0,50.0,18.1,80.1,53.0,0.92,8.2,19.7,19.6,0.1
2023-02-01 23:45:00,178.0,61.0,18.1,79.0,53.1,1.1019368053223506,8.2,19.7,15.3,0.1
2023-02-02 00:00:00,178.0,61.0,18.1,78.8,52.6,1.37,8.2,19.7,8.7,0.1
2023-02-02 00:15:00,178.0,61.0,18.1,78.3,51.8,1.28,8.2,19.6,9.0,0.1
2023-02-02 00:30:00,178.0,61.0,18.1,77.5,51.8,1.19,8.2,20.0,8.7,0.1
2023-02-02 00:45:00,146.0,52.0,18.1,76.8,51.6,1.16,8.2,21.4,6.9,0.1
2023-02-02 01:00:00,146.0,52.0,18.1,77.9,52.2,1.12,8.2,22.4,6.6,0.1
2023-02-02 01:15:00,146.0,52.0,18.1,79.2,52.7,1.12,8.2,23.4,6.3,0.1
2023-02-02 01:30:00,146.0,52.0,18.1,80.0,53.5,1.11,8.2,24.1,6.7,0.1
2023-02-02 01:45:00,190.0,55.0,18.1,80.9,53.6,1.11,8.2,24.3,8.4,0.1
2023-02-02 02:00:00,190.0,55.0,18.1,81.1,53.9,1.11,8.2,24.6,10.7,0.1
2023-02-02 02:15:00,190.0,55.0,18.1,80.2,53.2,1.1,8.2,24.7,10.8,0.1
2023-02-02 02:30:00,190.0,55.0,18.1,79.3,52.4,1.05,8.2,24.7,12.3,0.1
2023-02-02 02:45:00,190.0,44.0,18.1,78.7,52.0,1.05,8.2,24.5,13.5,0.1
2023-02-02 03:00:00,190.0,44.0,18.1,77.5,51.1,1.06,8.2,24.7,13.2,0.1
2023-02-02 03:15:00,190.0,44.0,18.1,76.2,50.4,1.09,8.2,24.9,13.4,0.1
2023-02-02 03:30:00,190.0,44.0,18.1,75.0,49.1,1.06,8.2,24.6,18.5,0.1
2023-02-02 03:45:00,113.0,38.0,18.1,73.9,48.3,1.05,8.2,25.0,20.6,0.1
2023-02-02 04:00:00,113.0,38.0,18.1,72.9,47.6,1.05,8.2,24.8,17.7,0.1
2023-02-02 04:15:00,113.0,38.0,18.1,72.4,47.4,1.04,8.2,24.3,21.2,0.1
2023-02-02 04:30:00,113.0,38.0,18.1,72.0,46.7,1.04,8.2,24.6,20.4,0.1
2023-02-02 04:45:00,92.0,40.0,18.1,70.9,45.0,1.09,8.2,23.7,15.6,0.1
2023-02-02 05:00:00,92.0,40.0,18.1,71.4,45.8,1.09,8.2,21.6,14.0,0.1
2023-02-02 05:15:00,92.0,40.0,18.1,70.3,45.6,1.11,8.2,20.4,12.2,0.1
2023-02-02 05:30:00,92.0,40.0,18.1,68.2,44.9,1.06,8.2,20.0,14.2,0.1
2023-02-02 05:45:00,99.0,44.0,18.1,68.1,44.1,1.09,8.2,19.4,16.1,0.1
2023-02-02 06:00:00,99.0,44.0,18.1,67.9,44.3,1.13,8.2,19.1,12.5,0.1
2023-02-02 06:15:00,99.0,44.0,18.1,66.4,43.7,1.15,8.2,19.0,13.7,0.1
2023-02-02 06:30:00,99.0,44.0,18.1,65.4,43.5,1.16,8.2,18.9,12.9,0.1
2023-02-02 06:45:00,96.0,51.0,18.1,64.6,43.1,1.24,8.2,19.3,9.2,0.1
2023-02-02 07:00:00,96.0,51.0,18.1,64.9,43.4,1.31,8.2,19.6,10.6,0.1
2023-02-02 07:15:00,96.0,51.0,18.1,64.8,43.6,1.36,8.2,19.3,12.1,0.1
2023-02-02 07:30:00,96.0,51.0,18.1,65.1,43.5,1.32,8.2,18.7,15.8,0.1
2023-02-02 07:45:00,111.0,69.0,18.1,66.2,44.6,1.19,8.2,18.9,25.6,0.1
2023-02-02 08:00:00,111.0,69.0,18.1,67.7,44.7,1.13,8.2,19.1,34.7,0.1
2023-02-02 08:15:00,111.0,69.0,18.1,68.4,43.9,1.26,8.2,19.4,33.2,0.1
2023-02-02 08:30:00,111.0,69.0,18.1,69.3,43.6,1.12,8.2,19.8,34.4,0.1
2023-02-02 08:45:00,151.0,63.0,18.1,69.3,42.9,1.08,8.2,22.4,37.36666666666667,0.1
2023-02-02 09:00:00,151.0,63.0,18.1,69.6,42.4,1.09,8.2,24.0,40.33333333333333,0.1
2023-02-02 09:15:00,151.0,63.0,18.1,71.4,42.6,1.09,8.2,24.7,43.3,0.1
2023-02-02 09:30:00,151.0,63.0,18.1,73.0,42.5,1.09,8.2,24.4,45.0,0.1
2023-02-02 09:45:00,113.0,42.0,18.1,74.8,43.0,1.09314642638303,8.2,25.7,47.9,0.1
2023-02-02 10:00:00,113.0,42.0,18.1,75.9,43.4,1.0929323889626792,8.2,28.8,49.3,0.1
2023-02-02 10:15:00,113.0,42.0,18.1,75.3,43.0,1.95,8.2,28.3,48.3,0.1
2023-02-02 10:30:00,113.0,42.0,18.1,74.20325430241641,43.72098375681921,1.0925051479308914,8.2,28.4,49.4,0.1
2023-02-02 10:45:00,113.0,40.0,18.1,73.3,42.6,1.12,8.2,28.5,50.5,0.1
2023-02-02 11:00:00,113.0,40.0,18.1,74.3,43.5,1.11,8.2,27.8,49.6,0.1
2023-02-02 11:15:00,113.0,40.0,18.1,73.7,43.1,1.12,8.2,28.0,48.2,0.1
2023-02-02 11:30:00,113.0,40.0,18.1,73.4,42.8,1.13,8.2,29.1,50.2,0.1
2023-02-02 11:45:00,105.0,31.0,18.1,74.0950184553931,45.213686962850176,1.12,8.2,27.3,50.8,0.1
2023-02-02 12:00:00,105.0,31.0,18.1,73.98007590420542,45.51302144867104,1.12,8.2,25.5,49.6,0.1
2023-02-02 12:15:00,105.0,31.0,18.1,73.87483326999038,45.80137619536035,1.16,8.2,23.7,44.3,0.1
2023-02-02 12:30:00,105.0,31.0,18.1,73.3,45.3,1.19,8.2,22.8,41.7,0.1
2023-02-02 12:45:00,114.0,36.0,18.1,74.3,46.4,1.21,8.2,25.8,41.5,0.1
2023-02-02 13:00:00,114.0,36.0,18.1,74.3,46.7,1.23,8.2,25.0,41.6,0.1
2023-02-02 13:15:00,114.0,36.0,18.1,73.3,46.4,1.18,8.2,22.9,45.7,0.1
2023-02-02 13:30:00,114.0,36.0,18.1,73.5,47.1,1.11,8.2,21.7,50.1,0.1
2023-02-02 13:45:00,135.0,30.0,18.1,74.1,47.1,1.08,8.2,19.9,50.5,0.1
2023-02-02 14:00:00,135.0,30.0,18.1,76.4,48.1,1.06,8.2,19.5,53.3,0.1
2023-02-02 14:15:00,135.0,30.0,18.1,76.1,47.6,1.06,8.2,19.1,51.4,0.1
2023-02-02 14:30:00,135.0,30.0,18.1,76.1,47.9,1.06,8.2,18.7,53.4,0.1
2023-02-02 14:45:00,146.0,27.0,18.1,76.5,47.7,1.05,8.2,18.6,55.3,0.1
2023-02-02 15:00:00,146.0,27.0,18.1,78.0,48.3,1.06,8.2,18.0,55.4,0.1
2023-02-02 15:15:00,146.0,27.0,18.1,78.5,48.1,1.05,8.2,17.8,55.5,0.1
2023-02-02 15:30:00,146.0,27.0,18.1,78.8,48.0,1.08,8.2,17.7,54.5,0.1
2023-02-02 15:45:00,133.0,21.0,18.1,78.9,48.1,1.08,8.2,18.0,55.8,0.1
2023-02-02 16:00:00,133.0,21.0,18.1,80.2,48.3,1.08,8.2,18.0,54.4,0.1
2023-02-02 16:15:00,133.0,21.0,18.1,80.8,48.2,1.05,8.2,17.8,54.1,0.1
2023-02-02 16:30:00,133.0,21.0,18.1,80.1,47.5,1.1,8.2,18.0,53.3,0.1
2023-02-02 16:45:00,138.0,26.0,18.1,79.8,47.3,1.12,8.2,19.1,53.3,0.1
2023-02-02 17:00:00,138.0,26.0,18.1,80.7,47.7,1.15,8.2,21.6,51.2,0.1
2023-02-02 17:15:00,138.0,26.0,18.1,81.7,48.8,1.13,8.2,25.8,48.5,0.1
2023-02-02 17:30:00,138.0,26.0,18.1,83.4,50.4,1.16,8.2,26.1,43.7,0.1
2023-02-02 17:45:00,129.0,31.0,18.1,87.0,53.1,1.18,8.2,25.1,29.2,0.1
2023-02-02 18:00:00,129.0,31.0,18.1,89.8,55.1,1.37,8.2,24.3,17.0,0.1
2023-02-02 18:15:00,129.0,31.0,18.1,90.9,56.3,1.45,8.2,24.0,12.0,0.1
2023-02-02 18:30:00,129.0,31.0,18.1,91.4,57.0,1.63,8.2,24.4,9.2,0.1
2023-02-02 18:45:00,129.0,86.0,18.1,92.6,58.9,2.05,8.2,24.7,4.7,0.1
2023-02-02 19:00:00,129.0,86.0,18.1,94.2,62.9,2.26,8.2,24.9,5.5,0.1
2023-02-02 19:15:00,129.0,86.0,18.1,95.4,66.5,1.98,8.2,25.0,5.5,0.2
2023-02-02 19:30:00,129.0,86.0,18.1,95.1,68.9,1.68,8.2,25.2,4.9,0.2
2023-02-02 19:45:00,442.0,120.0,18.1,95.6,71.0,1.71,8.2,25.0,4.3,0.2
2023-02-02 20:00:00,442.0,120.0,18.1,97.0,72.8,1.72,8.2,24.5,4.9,0.2
2023-02-02 20:15:00,442.0,120.0,18.1,97.0,73.8,1.67,8.2,24.6,5.0,0.2
2023-02-02 20:30:00,442.0,120.0,18.1,96.2,74.4,1.79,8.2,25.0,4.7,0.2
2023-02-02 20:45:00,436.0,92.0,18.1,94.8,75.6,1.87,8.2,25.6,5.2,0.2
2023-02-02 21:00:00,436.0,92.0,18.1,95.5,78.0,1.77,8.2,25.4,5.1,0.2
2023-02-02 21:15:00,436.0,92.0,18.1,95.5,79.5,1.8,8.2,22.9,5.2,0.2
2023-02-02 21:30:00,436.0,92.0,18.1,94.7,81.0,1.83,8.2,21.2,5.4,0.2
2023-02-02 21:45:00,439.0,72.0,18.1,94.2,82.8,1.95,8.2,20.3,5.3,0.2
2023-02-02 22:00:00,439.0,72.0,18.1,94.0,84.3,1.76,8.2,19.5,5.7,0.2
2023-02-02 22:15:00,439.0,72.0,18.1,92.7,84.7,1.77,8.2,18.8,5.4,0.2
2023-02-02 22:30:00,439.0,72.0,18.1,92.2,83.8,1.94,8.2,18.2,6.7,0.2
2023-02-02 22:45:00,307.0,78.0,18.1,91.0,83.0,1.97,8.2,18.2,6.3,0.2
2023-02-02 23:00:00,307.0,78.0,18.1,90.3,81.4,1.87,8.2,18.4,7.2,0.2
2023-02-02 23:15:00,307.0,78.0,18.1,87.2,78.8,1.83,8.2,18.5,8.8,0.2
2023-02-02 23:30:00,307.0,78.0,18.1,85.4,76.2,1.6,8.2,18.3,12.1,0.2
2023-02-02 23:45:00,234.0,59.0,18.1,83.7,75.0,1.0815860973092908,8.2,19.0,8.9,0.2
2023-02-03 00:00:00,234.0,59.0,18.1,85.1,74.9,1.44,8.2,18.4,9.5,0.2
2023-02-03 00:15:00,234.0,59.0,18.1,84.3,72.6,1.4,8.2,18.4,14.8,0.2
2023-02-03 00:30:00,234.0,59.0,18.1,82.9,70.5,1.26,8.2,18.5,19.3,0.2
2023-02-03 00:45:00,158.0,67.0,18.1,80.7,68.2,1.24,8.2,19.0,18.8,0.2
2023-02-03 01:00:00,158.0,67.0,18.1,78.8,66.0,1.21,8.2,20.5,18.3,0.2
2023-02-03 01:15:00,158.0,67.0,18.1,76.6,63.4,1.18,8.2,23.2,15.1,0.2
2023-02-03 01:30:00,158.0,67.0,18.1,76.4,61.8,1.12,8.2,24.8,16.3,0.2
2023-02-03 01:45:00,150.0,62.0,18.1,76.1,61.2,1.19,8.2,25.8,14.5,0.2
2023-02-03 02:00:00,150.0,62.0,18.1,76.6,60.6,1.21,8.2,27.0,11.8,0.2
2023-02-03 02:15:00,150.0,62.0,18.1,77.0,59.2,1.2,8.2,26.4,8.3,0.2
2023-02-03 02:30:00,150.0,62.0,18.1,77.4,58.8,1.12,8.2,26.0,12.2,0.2
2023-02-03 02:45:00,150.0,56.0,18.1,76.8,58.3,1.12,8.2,25.9,14.4,0.2
2023-02-03 03:00:00,150.0,56.0,18.1,76.2,57.2,1.12,8.2,26.1,15.5,0.2
2023-02-03 03:15:00,150.0,56.0,18.1,76.5,56.9,1.09,8.2,25.4,15.7,0.2
2023-02-03 03:30:00,150.0,56.0,18.1,76.3,56.3,1.26,8.2,25.4,8.0,0.2
2023-02-03 03:45:00,122.0,62.0,18.1,75.2,56.0,1.4,8.2,25.8,5.1,0.2
2023-02-03 04:00:00,122.0,62.0,18.1,75.5,56.6,1.39,8.2,25.8,5.0,0.2
2023-02-03 04:15:00,122.0,62.0,18.1,75.6,57.1,1.42,8.2,25.6,4.9,0.2
2023-02-03 04:30:00,122.0,62.0,18.1,77.1,58.2,1.44,8.2,25.0,4.8,0.2
2023-02-03 04:45:00,151.0,77.0,18.1,76.5,58.9,1.4,8.2,25.5,4.3,0.2
2023-02-03 05:00:00,151.0,77.0,18.1,76.9,60.0,1.45,8.2,25.2,5.1,0.2
2023-02-03 05:15:00,151.0,77.0,18.1,75.8,60.9,1.59,8.2,21.9,5.6,0.2
2023-02-03 05:30:00,151.0,77.0,18.1,74.7,61.6,1.42,8.2,20.4,5.1,0.2
2023-02-03 05:45:00,202.0,75.0,18.1,72.9,61.8,1.28,8.2,19.8,5.3,0.2
2023-02-03 06:00:00,202.0,75.0,18.1,72.6,61.9,1.21,8.2,19.1,6.4,0.2
2023-02-03 06:15:00,202.0,75.0,18.1,70.1,59.9,1.16,8.2,19.4,6.9,0.2
2023-02-03 06:30:00,202.0,75.0,18.1,68.5,58.3,1.16,8.2,19.1,7.3,0.2
2023-02-03 06:45:00,190.0,58.0,18.1,67.2,57.0,1.19,8.2,18.5,6.6,0.2
2023-02-03 07:00:00,190.0,58.0,18.1,67.0,56.3,1.21,8.2,18.5,7.2,0.2
2023-02-03 07:15:00,190.0,58.0,18.1,65.1,54.2,1.24,8.2,19.0,8.6,0.2
2023-02-03 07:30:00,190.0,58.0,18.1,64.5,53.4,1.41,8.2,19.0,12.1,0.2
2023-02-03 07:45:00,117.0,100.0,18.1,65.8,53.6,1.4,8.2,19.3,15.8,0.2
2023-02-03 08:00:00,117.0,100.0,18.1,66.3,53.1,1.18,8.2,20.0,25.2,0.2
2023-02-03 08:15:00,117.0,100.0,18.1,66.5,52.6,1.19,8.2,20.3,29.2,0.2
2023-02-03 08:30:00,117.0,100.0,18.1,66.9,51.5,1.24,8.2,21.0,28.4,0.2
2023-02-03 08:45:00,197.0,92.0,18.1,69.6,50.7,1.13,8.2,20.9,34.333333333333336,0.2
2023-02-03 09:00:00,197.0,92.0,18.1,71.1,50.7,1.04,8.2,21.4,40.266666666666666,0.2
2023-02-03 09:15:00,197.0,92.0,18.1,72.0,50.5,0.98,8.2,22.8,46.2,0.2
2023-02-03 09:30:00,197.0,92.0,18.1,73.5,50.1,0.95,8.2,24.4,49.4,0.2
2023-02-03 09:45:00,179.0,50.0,18.1,73.9,49.0,1.0738545047804773,8.2,27.7,51.2,0.2
2023-02-03 10:00:00,179.0,50.0,18.1,74.3,48.7,1.0736667738724541,8.2,30.4,51.9,0.2
2023-02-03 10:15:00,179.0,50.0,18.1,74.8,48.4,1.84,8.2,31.4,53.3,0.2
2023-02-03 10:30:00,179.0,50.0,18.1,75.9,48.4,0.98,8.2,31.9,54.6,0.2
2023-02-03 10:45:00,179.0,37.0,18.1,76.7,48.5,0.96,8.2,31.5,55.0,0.2
2023-02-03 11:00:00,179.0,37.0,18.1,77.9,48.2,0.94,8.2,30.3,59.0,0.2
2023-02-03 11:15:00,179.0,37.0,18.1,78.2,47.5,0.93,8.2,30.5,59.9,0.2
2023-02-03 11:30:00,179.0,37.0,18.1,77.7,47.5,0.93,8.2,30.8,59.1,0.1
2023-02-03 11:45:00,114.0,22.0,18.1,76.73193998252378,48.03485520021202,0.94,8.2,28.96666666666667,55.9,0.1
2023-02-03 12:00:00,114.0,22.0,18.1,77.47007125985621,47.931303755082205,0.97,8.2,27.133333333333333,53.9,0.1
2023-02-03 12:15:00,114.0,22.0,18.1,78.56119738874199,47.8224531197988,1.02,8.2,25.3,50.9,0.1
2023-02-03 12:30:00,114.0,22.0,18.1,76.8,44.2,1.05,8.2,24.0,52.0,0.1
2023-02-03 12:45:00,97.0,27.0,18.1,79.8,46.6,1.06,8.2,25.4,52.3,0.1
2023-02-03 13:00:00,97.0,27.0,18.1,83.0,49.0,1.03,8.2,25.9,55.5,0.1
2023-02-03 13:15:00,97.0,27.0,18.1,82.9,49.0,0.98,8.2,24.4,57.3,0.1
2023-02-03 13:30:00,97.0,27.0,18.1,82.2,48.7,0.94,8.2,22.3,61.7,0.1
2023-02-03 13:45:00,147.0,24.0,18.1,81.2,47.9,0.94,8.2,21.1,60.8,0.1
2023-02-03 14:00:00,147.0,24.0,18.1,81.5,47.8,0.94,8.2,20.2,60.3,0.1
2023-02-03 14:15:00,147.0,24.0,18.1,80.2,47.0,0.94,8.2,19.8,61.6,0.1
2023-02-03 14:30:00,147.0,24.0,18.1,80.1,46.8,0.92,8.2,19.8,58.5,0.1
2023-02-03 14:45:00,108.0,27.0,18.1,80.4,46.9,0.9,8.2,20.3,58.7,0.1
2023-02-03 15:00:00,108.0,27.0,18.1,80.6,46.8,0.89,8.2,20.7,60.8,0.1
2023-02-03 15:15:00,108.0,27.0,18.1,81.6,47.4,0.89,8.2,20.2,57.8,0.1
2023-02-03 15:30:00,108.0,27.0,18.1,82.5,47.2,0.89,8.2,20.2,54.7,0.1
2023-02-03 15:45:00,128.0,14.0,18.1,83.8,47.7,0.88,8.2,19.9,53.3,0.1
2023-02-03 16:00:00,128.0,14.0,18.1,84.8,48.1,0.86,8.2,19.9,51.4,0.1
2023-02-03 16:15:00,128.0,14.0,18.1,84.5,48.9,0.92,8.2,19.3,50.0,0.1
2023-02-03 16:30:00,128.0,14.0,18.1,84.9,49.3,0.95,8.2,19.3,49.9,0.1
